record_id,document_type,registration_year,stated_area_acres,gis_calculated_area_acres,area_variance_pct,boundary_overlap_ratio,owner_name_similarity,temporal_date_gap_days,subdivision_depth,ocr_confidence,stamp_duty_ratio,encumbrance_status,prior_dispute_flag,mutation_status,target_fraud_risk
KAG-LR-101308,POWER_OF_ATTORNEY,1991,4.39,4.15,2.57,0.0,0.961,17,1,91.8,0.94,NIL,0,APPROVED,0
KAG-LR-101309,SETTLEMENT,1984,3.09,2.95,4.6,0.51,0.421,-341,1,65.8,0.42,NIL,1,REJECTED,1
KAG-LR-101310,SALE_DEED,1978,12.94,12.99,1.27,0.003,0.993,22,2,88.9,0.97,NIL,0,APPROVED,0
KAG-LR-101311,SALE_DEED,2000,3.56,3.63,1.41,0.001,0.967,28,2,93.1,1.0,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101312,SALE_DEED,1988,5.29,5.15,1.45,0.004,0.951,17,5,91.4,1.07,NIL,0,APPROVED,0
KAG-LR-101313,PATTA,2007,2.83,2.77,4.56,0.003,0.984,15,1,95.6,0.98,NIL,1,APPROVED,0
KAG-LR-101314,SALE_DEED,2006,1.27,1.21,6.5,0.009,0.989,31,2,90.2,0.92,NIL,0,PENDING,0
KAG-LR-101315,SALE_DEED,2026,3.68,5.81,57.88,0.056,0.526,-473,3,97.0,0.26,DISPUTED,0,PENDING,1
KAG-LR-101316,PATTA,1990,1.45,1.2,17.4,0.196,0.559,161,4,63.0,0.3,ACTIVE_MORTGAGE,0,REJECTED,1
KAG-LR-101317,SALE_DEED,1974,3.87,4.02,2.81,0.01,0.984,38,2,90.2,1.1,DISPUTED,0,APPROVED,0
KAG-LR-101318,PATTA,1972,7.36,6.94,2.07,0.002,0.926,14,1,94.7,0.86,NIL,0,APPROVED,0
KAG-LR-101319,PATTA,2000,2.34,2.3,2.34,0.008,0.953,64,2,92.9,1.01,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101320,PATTA,1988,2.47,2.55,4.02,0.009,0.997,36,1,91.2,1.01,DISPUTED,1,APPROVED,0
KAG-LR-101321,PATTA,1973,0.57,0.61,7.32,0.153,0.465,1272,3,48.4,0.36,NIL,0,PENDING,1
KAG-LR-101322,PATTA,2004,3.61,3.44,4.07,0.013,0.94,52,1,99.0,1.03,NIL,0,APPROVED,0
KAG-LR-101323,PATTA,1968,0.88,0.89,6.36,0.011,0.945,56,1,87.7,1.01,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101324,PATTA,1976,2.95,2.96,2.51,0.037,0.964,62,3,90.5,1.03,NIL,0,APPROVED,0
KAG-LR-101325,SALE_DEED,2021,2.24,2.15,1.01,0.018,0.96,110,3,92.6,0.97,NIL,0,APPROVED,0
KAG-LR-101326,PATTA,2010,1.48,1.44,2.5,0.003,0.961,14,3,91.5,0.89,NIL,1,APPROVED,0
KAG-LR-101327,SETTLEMENT,1998,2.17,2.13,2.16,0.004,0.986,74,1,90.4,0.91,NIL,0,APPROVED,0
KAG-LR-101328,PATTA,1993,0.47,0.48,6.5,0.006,0.998,43,3,95.8,0.98,NIL,0,APPROVED,0
KAG-LR-101329,SALE_DEED,2000,3.66,3.8,2.92,0.01,0.932,32,2,99.5,1.03,NIL,0,APPROVED,0
KAG-LR-101330,SETTLEMENT,2023,0.7,0.72,2.02,0.004,0.96,42,1,97.4,0.94,NIL,0,APPROVED,0
KAG-LR-101331,SALE_DEED,2007,0.32,0.32,1.33,0.003,0.968,10,1,94.4,0.88,NIL,0,APPROVED,0
KAG-LR-101332,SALE_DEED,2009,1.26,1.27,0.77,0.007,0.985,14,4,88.2,1.01,NIL,0,APPROVED,0
KAG-LR-101333,PATTA,1993,0.43,0.43,3.2,0.006,0.998,25,1,98.3,1.03,NIL,0,APPROVED,0
KAG-LR-101334,SALE_DEED,1974,4.09,4.32,6.26,0.005,0.938,13,2,89.1,0.99,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101335,PATTA,2010,0.92,0.97,0.91,0.006,0.957,14,1,96.6,0.96,NIL,0,APPROVED,0
KAG-LR-101336,SALE_DEED,2009,2.28,2.38,0.43,0.024,0.975,17,1,87.4,1.0,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101337,SETTLEMENT,2001,4.47,4.28,6.5,0.015,0.985,35,1,96.8,1.08,NIL,1,APPROVED,0
KAG-LR-101338,PATTA,2024,1.32,1.38,0.69,0.01,0.972,19,3,92.1,0.97,NIL,0,APPROVED,0
KAG-LR-101339,SALE_DEED,1998,8.62,8.49,1.54,0.01,0.972,34,3,95.9,0.99,NIL,0,APPROVED,0
KAG-LR-101340,POWER_OF_ATTORNEY,2007,3.68,3.64,2.98,0.007,0.946,17,2,91.1,0.92,DISPUTED,0,APPROVED,0
KAG-LR-101341,SALE_DEED,1966,4.98,5.1,1.19,0.004,0.996,23,1,94.7,0.95,NIL,0,APPROVED,0
KAG-LR-101342,SALE_DEED,2011,1.35,1.28,2.66,0.024,0.976,24,2,91.1,1.09,NIL,0,APPROVED,0
KAG-LR-101343,PATTA,2008,1.48,1.52,3.55,0.0,0.976,46,1,88.8,1.05,NIL,0,APPROVED,0
KAG-LR-101344,PATTA,2015,4.57,4.33,1.05,0.007,0.925,33,1,93.0,1.06,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101345,PATTA,2023,1.36,1.41,0.64,0.001,0.95,10,3,90.5,0.96,NIL,0,APPROVED,0
KAG-LR-101346,PATTA,2010,2.34,2.36,1.52,0.004,0.992,19,1,86.9,0.98,NIL,0,REJECTED,0
KAG-LR-101347,POWER_OF_ATTORNEY,1995,1.84,1.78,2.62,0.016,0.984,53,2,92.0,0.89,NIL,1,APPROVED,0
KAG-LR-101348,PATTA,1981,5.66,5.25,7.28,0.107,0.614,-263,2,64.6,0.67,DISPUTED,0,REJECTED,1
KAG-LR-101349,PATTA,2020,0.41,0.41,1.68,0.011,0.952,33,2,93.3,0.93,NIL,0,APPROVED,0
KAG-LR-101350,PATTA,2000,1.82,1.79,4.55,0.019,0.985,15,3,94.7,1.05,NIL,0,APPROVED,0
KAG-LR-101351,SALE_DEED,2015,1.1,1.07,0.45,0.011,0.967,40,2,98.0,1.02,NIL,1,APPROVED,0
KAG-LR-101352,SALE_DEED,2021,0.49,0.45,7.56,0.492,0.553,921,1,77.9,0.71,NIL,1,APPROVED,1
KAG-LR-101353,PATTA,1967,1.27,1.02,19.61,0.317,0.597,-25,1,84.5,0.46,NIL,1,PENDING,1
KAG-LR-101354,SETTLEMENT,1984,4.31,4.06,1.06,0.002,0.979,44,5,87.3,0.95,NIL,0,APPROVED,0
KAG-LR-101355,PATTA,1984,0.93,0.97,3.23,0.001,0.964,56,2,94.3,1.04,NIL,0,APPROVED,0
KAG-LR-101356,SALE_DEED,1992,1.04,1.02,6.5,0.002,0.964,24,1,99.5,0.96,NIL,0,APPROVED,0
KAG-LR-101357,SALE_DEED,2004,0.45,0.47,4.42,0.013,0.932,13,4,87.3,1.14,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101358,PATTA,2013,3.31,3.51,4.76,0.025,0.969,43,1,96.4,0.92,NIL,0,APPROVED,0
KAG-LR-101359,SALE_DEED,2018,1.02,0.99,6.5,0.001,0.933,20,5,97.9,1.04,NIL,0,APPROVED,0
KAG-LR-101360,POWER_OF_ATTORNEY,2015,0.34,0.37,9.97,0.268,0.623,136,1,97.0,0.66,NIL,0,APPROVED,1
KAG-LR-101361,POWER_OF_ATTORNEY,2018,3.26,3.26,0.8,0.009,0.934,51,2,97.5,0.99,NIL,0,APPROVED,0
KAG-LR-101362,PATTA,2008,1.68,1.58,6.5,0.004,0.965,33,3,99.5,1.06,NIL,0,APPROVED,0
KAG-LR-101363,POWER_OF_ATTORNEY,1993,5.39,6.31,16.98,0.39,0.63,1795,2,97.0,0.51,ACTIVE_MORTGAGE,0,PENDING,1
KAG-LR-101364,PATTA,2022,1.1,1.11,6.5,0.012,0.956,51,1,93.3,1.14,NIL,0,APPROVED,0
KAG-LR-101365,SALE_DEED,1973,1.12,1.15,1.36,0.004,0.985,32,1,95.4,1.06,NIL,0,APPROVED,0
KAG-LR-101366,PATTA,2002,0.73,0.74,6.5,0.012,0.986,9,4,96.2,0.94,NIL,0,APPROVED,0
KAG-LR-101367,SETTLEMENT,2023,2.67,2.71,0.91,0.003,0.994,52,1,89.1,0.98,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101368,SETTLEMENT,2016,0.41,0.44,7.75,0.28,0.515,2246,2,92.9,0.25,NIL,1,APPROVED,1
KAG-LR-101369,PATTA,2014,4.6,4.46,1.03,0.006,0.974,48,3,94.1,1.01,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101370,SETTLEMENT,1985,1.41,1.43,4.46,0.013,0.988,15,1,93.2,0.94,COURT_STAY,1,APPROVED,0
KAG-LR-101371,SALE_DEED,1993,5.6,5.45,0.37,0.002,0.957,33,1,95.3,1.02,NIL,0,APPROVED,0
KAG-LR-101372,SALE_DEED,1967,1.75,1.79,1.37,0.01,0.977,50,1,96.9,0.99,NIL,0,APPROVED,0
KAG-LR-101373,SALE_DEED,2022,0.99,1.01,1.33,0.009,0.967,17,3,97.2,0.98,NIL,0,APPROVED,0
KAG-LR-101374,PATTA,2004,2.01,1.89,4.77,0.003,0.99,14,2,91.6,1.04,NIL,0,PENDING,0
KAG-LR-101375,SALE_DEED,2023,1.71,1.7,1.86,0.009,0.967,46,4,89.2,0.91,NIL,0,APPROVED,0
KAG-LR-101376,PATTA,1975,1.17,1.17,2.42,0.0,0.929,43,2,91.6,1.05,NIL,0,APPROVED,0
KAG-LR-101377,PATTA,2008,2.55,2.25,11.93,0.375,0.639,543,3,76.3,0.59,ACTIVE_MORTGAGE,1,REJECTED,1
KAG-LR-101378,PATTA,2008,1.64,1.58,1.55,0.004,0.948,21,4,95.8,1.04,NIL,0,PENDING,0
KAG-LR-101379,SALE_DEED,2025,2.23,2.25,1.65,0.001,0.963,13,1,89.0,0.86,NIL,0,APPROVED,0
KAG-LR-101380,PATTA,2026,2.88,2.87,2.13,0.045,0.977,24,1,92.5,0.99,NIL,0,APPROVED,0
KAG-LR-101381,PATTA,1979,1.28,1.23,0.84,0.001,0.991,22,1,96.1,1.02,NIL,0,REJECTED,0
KAG-LR-101382,PATTA,1975,2.55,2.47,3.51,0.015,0.937,43,3,94.7,1.06,NIL,0,APPROVED,0
KAG-LR-101383,POWER_OF_ATTORNEY,2010,3.34,3.51,1.42,0.019,0.918,13,5,85.7,0.97,NIL,0,APPROVED,0
KAG-LR-101384,SETTLEMENT,1981,0.71,0.72,5.32,0.001,0.988,16,3,92.2,1.0,NIL,0,APPROVED,0
KAG-LR-101385,PATTA,2006,1.45,1.41,3.53,0.023,0.984,40,4,87.2,0.96,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101386,SETTLEMENT,1970,0.38,0.36,0.78,0.025,0.936,44,2,98.5,0.9,NIL,0,APPROVED,0
KAG-LR-101387,PATTA,2018,0.64,0.61,3.43,0.005,0.983,13,1,99.5,0.93,NIL,1,APPROVED,0
KAG-LR-101388,SALE_DEED,1986,4.72,5.0,1.53,0.009,0.985,14,4,89.6,1.08,NIL,0,APPROVED,0
KAG-LR-101389,PATTA,1989,0.47,0.46,1.86,0.005,0.937,23,4,90.8,1.08,NIL,0,APPROVED,0
KAG-LR-101390,SALE_DEED,1988,4.3,4.11,4.37,0.005,0.99,30,2,98.0,1.01,NIL,0,APPROVED,0
KAG-LR-101391,POWER_OF_ATTORNEY,2025,6.25,6.22,0.62,0.007,0.964,66,1,94.0,1.01,NIL,1,APPROVED,0
KAG-LR-101392,SALE_DEED,2011,0.56,0.54,2.65,0.004,0.994,44,4,99.5,1.06,NIL,0,APPROVED,0
KAG-LR-101393,PATTA,1978,1.12,1.13,4.76,0.014,0.977,19,2,99.5,1.07,NIL,0,APPROVED,0
KAG-LR-101394,SALE_DEED,1985,4.17,4.07,2.34,0.003,0.972,58,2,90.7,1.1,NIL,0,APPROVED,0
KAG-LR-101395,SALE_DEED,1972,0.66,0.63,1.03,0.033,0.992,46,3,92.7,1.03,NIL,0,APPROVED,0
KAG-LR-101396,SALE_DEED,2022,1.26,1.28,3.08,0.006,0.942,32,1,87.4,0.88,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101397,POWER_OF_ATTORNEY,1967,1.69,1.74,2.78,0.026,0.981,40,3,98.5,1.12,NIL,0,PENDING,0
KAG-LR-101398,GIFT_DEED,1990,3.52,3.65,0.94,0.002,0.943,28,2,93.2,0.96,NIL,0,PENDING,0
KAG-LR-101399,PATTA,1996,6.17,6.45,4.51,0.498,0.634,1765,2,87.5,0.75,ACTIVE_MORTGAGE,0,APPROVED,1
KAG-LR-101400,PATTA,2013,0.62,0.59,5.53,0.198,0.51,-198,1,65.4,0.3,DISPUTED,0,REJECTED,1
KAG-LR-101401,PATTA,2000,2.31,2.55,10.28,0.224,0.469,1514,1,67.0,0.35,COURT_STAY,1,PENDING,1
KAG-LR-101402,SETTLEMENT,2007,6.19,5.83,1.22,0.002,0.999,42,1,91.0,0.87,NIL,0,APPROVED,0
KAG-LR-101403,PATTA,2023,0.35,0.37,1.19,0.018,0.973,51,1,92.4,0.96,NIL,0,PENDING,0
KAG-LR-101404,POWER_OF_ATTORNEY,2007,0.38,0.36,1.01,0.014,0.951,12,3,97.3,0.97,NIL,0,APPROVED,0
KAG-LR-101405,SALE_DEED,1972,1.98,2.02,1.02,0.004,0.888,26,1,89.8,0.9,NIL,0,APPROVED,0
KAG-LR-101406,PATTA,1996,2.49,2.36,1.71,0.011,0.987,49,4,99.5,0.85,NIL,0,APPROVED,0
KAG-LR-101407,PATTA,2023,0.67,0.68,0.39,0.002,0.984,26,3,96.8,1.03,NIL,0,APPROVED,0
KAG-LR-101408,SALE_DEED,2024,0.55,0.55,2.79,0.008,0.996,18,1,97.6,0.98,NIL,0,APPROVED,0
KAG-LR-101409,PATTA,2003,1.34,1.41,1.96,0.029,0.95,28,1,95.4,1.08,NIL,0,APPROVED,0
KAG-LR-101410,POWER_OF_ATTORNEY,2024,1.55,1.54,1.14,0.005,0.983,25,3,92.4,0.88,NIL,0,APPROVED,0
KAG-LR-101411,SALE_DEED,2013,0.53,0.54,0.14,0.029,0.985,21,3,89.2,0.88,NIL,0,APPROVED,0
KAG-LR-101412,PATTA,1987,2.38,2.3,0.14,0.004,0.986,64,3,86.2,0.89,NIL,0,APPROVED,0
KAG-LR-101413,GIFT_DEED,1965,0.83,0.78,4.32,0.001,0.984,25,5,96.7,0.98,NIL,0,APPROVED,0
KAG-LR-101414,PATTA,1996,4.6,4.49,2.35,0.014,0.991,61,3,94.1,1.07,NIL,0,APPROVED,0
KAG-LR-101415,SALE_DEED,2022,1.51,1.58,2.1,0.003,0.969,36,2,88.3,0.94,NIL,0,APPROVED,0
KAG-LR-101416,GIFT_DEED,2008,2.8,2.69,3.24,0.001,0.988,55,1,91.6,0.96,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101417,PATTA,1994,10.06,10.57,1.97,0.008,0.978,35,3,87.4,0.94,NIL,0,APPROVED,0
KAG-LR-101418,PATTA,2011,1.51,1.45,0.23,0.008,0.993,14,2,93.8,0.99,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101419,PATTA,1991,1.03,1.03,2.05,0.013,0.947,20,5,96.5,1.12,NIL,0,APPROVED,0
KAG-LR-101420,PATTA,1977,13.38,14.13,6.5,0.003,0.929,8,1,94.1,1.12,NIL,0,APPROVED,0
KAG-LR-101421,SETTLEMENT,1972,3.97,3.84,2.21,0.006,0.988,40,2,93.0,0.97,NIL,0,APPROVED,0
KAG-LR-101422,POWER_OF_ATTORNEY,1999,2.74,2.37,13.41,0.264,0.487,611,2,58.4,0.46,NIL,0,PENDING,1
KAG-LR-101423,SETTLEMENT,1965,7.84,7.73,1.65,0.032,0.978,13,1,94.1,1.05,NIL,0,PENDING,0
KAG-LR-101424,POWER_OF_ATTORNEY,1968,0.71,0.69,3.08,0.001,0.973,44,1,95.4,0.96,NIL,1,APPROVED,0
KAG-LR-101425,POWER_OF_ATTORNEY,1968,5.57,7.02,26.06,0.446,0.407,1137,2,80.5,0.57,NIL,0,PENDING,1
KAG-LR-101426,SETTLEMENT,2007,1.35,1.3,4.56,0.005,0.958,23,1,90.5,1.03,DISPUTED,0,APPROVED,0
KAG-LR-101427,SALE_DEED,1988,3.69,3.76,3.13,0.009,0.945,20,4,89.8,1.03,NIL,0,APPROVED,0
KAG-LR-101428,SALE_DEED,2006,4.45,4.5,1.16,0.001,0.987,56,1,90.2,0.95,NIL,0,APPROVED,0
KAG-LR-101429,SALE_DEED,2026,1.19,1.13,3.59,0.01,0.989,26,3,99.1,1.04,NIL,0,APPROVED,0
KAG-LR-101430,PATTA,2022,4.22,4.56,7.98,0.066,0.673,-505,2,62.4,0.28,COURT_STAY,1,APPROVED,1
KAG-LR-101431,PATTA,2007,0.77,0.73,1.66,0.005,0.992,63,1,88.6,1.11,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101432,PATTA,1975,0.35,0.34,1.52,0.034,0.953,11,2,88.3,1.07,NIL,0,APPROVED,0
KAG-LR-101433,SETTLEMENT,1982,0.68,0.71,1.6,0.003,0.968,54,1,97.0,0.89,COURT_STAY,0,PENDING,0
KAG-LR-101434,PATTA,2016,3.26,3.51,7.78,0.518,0.654,2134,1,97.0,0.36,DISPUTED,1,PENDING,1
KAG-LR-101435,POWER_OF_ATTORNEY,1965,2.54,2.4,1.55,0.027,0.948,13,1,91.9,1.07,NIL,0,APPROVED,0
KAG-LR-101436,SETTLEMENT,2004,0.67,0.79,18.0,0.239,0.483,42,4,72.2,0.43,NIL,1,PENDING,1
KAG-LR-101437,GIFT_DEED,1966,13.17,13.56,1.71,0.021,0.998,25,3,95.6,1.0,NIL,0,APPROVED,0
KAG-LR-101438,GIFT_DEED,1965,1.39,1.41,3.36,0.006,0.973,45,2,98.0,1.04,NIL,0,APPROVED,0
KAG-LR-101439,PATTA,1975,4.99,4.96,2.97,0.001,0.948,22,4,96.7,1.02,NIL,0,APPROVED,0
KAG-LR-101440,SETTLEMENT,1981,14.06,13.41,0.22,0.017,0.973,69,3,88.0,1.0,NIL,0,APPROVED,0
KAG-LR-101441,SETTLEMENT,1971,5.06,4.86,4.25,0.007,0.978,62,4,94.7,0.95,NIL,0,APPROVED,0
KAG-LR-101442,PATTA,2012,4.4,5.05,14.72,0.45,0.635,-80,1,58.4,0.4,ACTIVE_MORTGAGE,1,REJECTED,1
KAG-LR-101443,SALE_DEED,1978,1.14,1.15,3.44,0.002,0.966,26,4,98.3,1.02,NIL,0,APPROVED,0
KAG-LR-101444,GIFT_DEED,2005,4.64,4.56,6.5,0.003,0.952,20,2,96.0,0.88,NIL,0,PENDING,0
KAG-LR-101445,PATTA,1999,5.38,5.5,3.67,0.01,0.992,16,1,92.7,1.04,NIL,0,APPROVED,0
KAG-LR-101446,PATTA,2011,8.81,9.02,0.29,0.005,0.935,95,1,89.9,1.06,NIL,0,APPROVED,0
KAG-LR-101447,PATTA,1991,0.3,0.28,0.91,0.015,0.965,10,2,88.1,0.95,NIL,0,APPROVED,0
KAG-LR-101448,POWER_OF_ATTORNEY,1994,2.24,2.17,4.14,0.004,0.967,35,5,90.9,1.03,NIL,0,APPROVED,0
KAG-LR-101449,PATTA,2026,0.82,0.82,0.35,0.002,0.996,46,3,89.7,1.01,NIL,0,APPROVED,0
KAG-LR-101450,SETTLEMENT,2013,0.82,0.85,0.4,0.015,0.929,24,1,98.7,1.04,NIL,0,APPROVED,0
KAG-LR-101451,PATTA,1966,1.59,1.55,2.26,0.018,0.934,32,2,99.0,0.91,NIL,0,PENDING,0
KAG-LR-101452,SALE_DEED,1996,2.93,2.97,1.23,0.013,0.96,47,2,89.4,0.98,NIL,0,APPROVED,0
KAG-LR-101453,SALE_DEED,1980,1.99,1.97,1.91,0.022,0.964,13,5,95.3,0.94,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101454,PATTA,2009,1.25,1.75,39.62,0.147,0.725,1231,2,62.4,0.39,NIL,1,PENDING,1
KAG-LR-101455,SALE_DEED,1997,5.11,4.91,6.5,0.005,0.94,53,1,94.6,0.99,NIL,0,APPROVED,0
KAG-LR-101456,SETTLEMENT,1985,3.02,2.87,5.08,0.042,0.974,22,2,97.5,0.98,NIL,0,APPROVED,0
KAG-LR-101457,SALE_DEED,1985,3.8,3.91,1.74,0.008,0.976,9,1,96.2,1.1,NIL,0,APPROVED,0
KAG-LR-101458,POWER_OF_ATTORNEY,1999,0.51,0.47,7.33,0.455,0.713,148,2,84.2,0.76,NIL,1,PENDING,1
KAG-LR-101459,SETTLEMENT,1969,0.77,0.79,1.47,0.016,0.993,42,2,93.6,0.95,NIL,0,APPROVED,0
KAG-LR-101460,SETTLEMENT,2019,0.44,0.42,2.3,0.002,0.921,48,5,88.5,0.99,NIL,0,PENDING,0
KAG-LR-101461,PATTA,1999,1.12,0.99,11.71,0.288,0.414,2412,1,48.5,0.72,DISPUTED,1,REJECTED,1
KAG-LR-101462,SALE_DEED,2023,0.84,0.82,1.28,0.005,0.949,27,4,94.9,0.88,NIL,0,APPROVED,0
KAG-LR-101463,SALE_DEED,2011,1.21,1.33,9.61,0.31,0.533,2287,3,84.6,0.49,DISPUTED,0,PENDING,1
KAG-LR-101464,PATTA,1975,2.55,2.54,2.73,0.009,0.967,27,1,92.5,0.99,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101465,SALE_DEED,1976,1.97,1.62,17.59,0.392,0.546,-243,2,75.4,0.42,DISPUTED,1,APPROVED,1
KAG-LR-101466,SETTLEMENT,2006,1.34,1.29,2.14,0.015,0.964,16,2,84.1,1.03,NIL,0,APPROVED,0
KAG-LR-101467,SETTLEMENT,1968,1.01,1.05,4.68,0.007,0.959,55,2,89.3,0.93,ACTIVE_MORTGAGE,0,PENDING,0
KAG-LR-101468,PATTA,2021,3.83,3.62,2.49,0.0,0.925,27,1,93.1,0.93,NIL,0,APPROVED,0
KAG-LR-101469,SETTLEMENT,2005,0.43,0.43,2.12,0.025,0.986,24,1,88.6,0.98,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101470,PATTA,1996,7.9,8.13,0.71,0.006,0.984,17,1,81.9,1.02,NIL,0,PENDING,0
KAG-LR-101471,SALE_DEED,1994,5.76,7.31,26.83,0.308,0.688,60,3,88.1,0.41,COURT_STAY,1,REJECTED,1
KAG-LR-101472,SALE_DEED,1982,1.87,1.86,1.16,0.001,0.972,20,1,98.0,1.09,NIL,0,APPROVED,0
KAG-LR-101473,PATTA,1994,1.15,1.13,1.77,0.0,0.898,40,1,86.0,0.96,NIL,0,APPROVED,0
KAG-LR-101474,SETTLEMENT,2019,0.86,0.87,2.63,0.004,0.981,53,1,91.3,1.01,NIL,0,APPROVED,0
KAG-LR-101475,GIFT_DEED,2000,1.01,0.97,2.03,0.003,0.934,35,1,99.5,1.05,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101476,PATTA,1996,5.77,6.09,4.03,0.0,0.937,40,2,92.5,1.08,NIL,0,APPROVED,0
KAG-LR-101477,GIFT_DEED,1990,2.5,2.51,2.16,0.004,0.989,75,1,95.1,0.93,ACTIVE_MORTGAGE,0,REJECTED,0
KAG-LR-101478,PATTA,1979,4.31,5.36,24.34,0.341,0.43,997,2,97.0,0.75,ACTIVE_MORTGAGE,0,PENDING,1
KAG-LR-101479,SETTLEMENT,2023,3.29,3.48,1.3,0.001,0.928,23,3,92.4,0.99,NIL,0,APPROVED,0
KAG-LR-101480,SALE_DEED,1971,5.69,5.93,1.74,0.008,0.986,68,3,93.5,1.01,NIL,0,APPROVED,0
KAG-LR-101481,PATTA,2009,3.79,4.22,11.43,0.629,0.587,97,1,79.5,0.5,ACTIVE_MORTGAGE,1,REJECTED,1
KAG-LR-101482,PATTA,2008,0.42,0.44,3.07,0.005,0.94,29,2,91.3,0.98,NIL,0,APPROVED,0
KAG-LR-101483,PATTA,2026,3.59,3.79,0.81,0.002,0.958,47,2,95.1,0.98,NIL,0,APPROVED,0
KAG-LR-101484,PATTA,1997,1.11,1.08,4.26,0.006,0.983,20,3,90.5,1.1,NIL,1,APPROVED,0
KAG-LR-101485,PATTA,2011,0.71,0.74,4.77,0.497,0.571,2299,3,63.9,0.29,NIL,0,PENDING,1
KAG-LR-101486,PATTA,1983,4.1,4.15,1.64,0.015,0.94,38,2,94.6,0.96,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-101487,SETTLEMENT,2014,7.43,7.18,0.56,0.001,0.957,21,1,93.5,0.94,NIL,1,APPROVED,0
KAG-LR-101488,SETTLEMENT,1980,2.72,2.34,13.82,0.498,0.482,1952,2,70.9,0.37,DISPUTED,0,PENDING,1
KAG-LR-101489,GIFT_DEED,1995,1.6,1.7,6.34,0.281,0.59,1743,3,86.8,0.37,NIL,1,APPROVED,1
KAG-LR-101490,PATTA,1966,0.87,0.91,3.86,0.002,0.95,57,2,82.9,0.99,NIL,0,PENDING,0
KAG-LR-101491,POWER_OF_ATTORNEY,1969,2.89,2.77,2.61,0.001,0.996,24,2,94.1,0.98,NIL,0,APPROVED,0
KAG-LR-101492,PATTA,2007,1.04,1.0,1.68,0.005,0.927,46,3,92.5,1.13,ACTIVE_MORTGAGE,0,PENDING,0
KAG-LR-101493,SALE_DEED,2016,3.35,3.24,3.23,0.007,0.965,7,3,92.9,1.04,NIL,0,APPROVED,0
KAG-LR-101494,SALE_DEED,1972,0.58,0.63,8.61,0.142,0.742,-634,5,71.8,0.35,NIL,0,REJECTED,1
KAG-LR-101495,PATTA,1966,3.95,3.79,2.65,0.002,0.943,42,3,88.0,0.94,NIL,0,APPROVED,0
KAG-LR-101496,PATTA,1993,5.41,5.52,0.26,0.004,0.94,42,1,89.0,0.84,NIL,0,APPROVED,0
KAG-LR-101497,PATTA,1998,0.66,0.26,60.98,0.576,0.699,175,3,77.6,0.74,NIL,1,PENDING,1
KAG-LR-101498,PATTA,1984,0.63,0.63,3.39,0.006,0.958,45,3,93.9,0.88,NIL,0,APPROVED,0
KAG-LR-101499,SALE_DEED,1999,1.25,1.29,1.47,0.009,0.966,13,2,99.5,0.98,NIL,0,APPROVED,0
KAG-LR-101500,PATTA,1965,5.97,6.12,2.81,0.014,0.983,46,1,94.6,0.92,NIL,0,APPROVED,0
KAG-LR-101501,SETTLEMENT,1965,10.73,11.14,1.82,0.008,0.988,45,1,92.5,0.99,NIL,0,PENDING,0
KAG-LR-101502,PATTA,1988,2.47,2.55,1.99,0.01,0.94,53,1,93.3,0.96,NIL,0,APPROVED,0
KAG-LR-101503,SALE_DEED,2019,5.9,6.05,2.33,0.018,0.98,55,1,93.7,1.01,NIL,0,APPROVED,0
KAG-LR-101504,PATTA,1997,10.66,11.19,1.43,0.03,0.957,25,3,95.0,0.91,NIL,1,APPROVED,0
KAG-LR-101505,SALE_DEED,1993,1.63,1.61,3.86,0.002,0.964,37,2,98.8,0.97,NIL,0,APPROVED,0
KAG-LR-101506,PATTA,1966,5.52,5.67,3.39,0.014,0.998,26,1,92.9,0.96,NIL,0,PENDING,0
KAG-LR-101507,PATTA,2014,3.39,3.49,1.63,0.002,0.953,51,2,91.8,0.99,DISPUTED,0,APPROVED,0
KAG-LR-101508,PATTA,2019,5.67,6.97,22.84,0.539,0.546,-621,3,43.7,0.52,NIL,0,REJECTED,1
KAG-LR-101509,SALE_DEED,2009,1.46,1.48,2.94,0.014,0.961,16,2,90.5,0.94,NIL,0,APPROVED,0
